126;COLLEGE NDONGO EBODE LOUIS;5EM2WFD111353111;Etablissement;1;1;1er et 2nd Cycles;6;RAS;679625880;LEBOUDI II, 14463 YAOUNDE;1;LEBOUDI II;14463 YAOUNDE;URBAINE
127;CEGTI  ST JEROME DE NKOLVÉ;5EN2WFD100009065;Etablissement;2;1;1er Cycle;6;RAS;670448705;NKOLVÉ, 26 SA A;1;NKOLVÉ;26 SA A;RURALE
139;COLLEGE TECHNIQUE COMMERCIAL INDUSTRIEL ENSEIGNEMENT GENERAL (CTCIEG) TEPAP;9IE2WFD110085068;Etablissement;1;1;1er et 2nd Cycles;6;RAS;;, ;1;;;\N
139;SUNRISE COLLEGE OF TECHNOLOGY (SUCOTECH);9IE2TEAD111356121;Etablissement;1;2;1er et 2nd Cycles;2;RAS;675183906;MOKOLO, ;1;MOKOLO;;\N
139;COLLEGE POLYVALENT DJOUFFO;9IE2TEFD110082106;Etablissement;1;1;1er et 2nd Cycles;2;RAS;;, ;1;;;\N
139;INSTITUT PRIVE LAIC POLYVALENT ZUTOCHIE;9IE2TEFD110087093;Etablissement;1;1;1er et 2nd Cycles;2;RAS;;, ;1;;;\N
140;ELITES BILINGUAL GRAMMAR, TECHNICAL AND COMMERCIAL COLLEGE (ELITES-TECH);9IH2TEBD101443123;Etablissement;1;3;1er Cycle;2;RAS;699902861;MONOU, 725 BERTOUA;1;MONOU;725 BERTOUA;\N
140;COLLEGE PRIVE LAIC INSTITUT POLYVALENT DE L'ORIENT LADY L. (IPOLL);9IH2TEFD110084110;Etablissement;1;1;1er et 2nd Cycles;2;RAS;;, ;1;;;\N
142;CETIF SAINT LAMBERT;9IJ2TEFD100081107;Etablissement;2;1;1er Cycle;2;RAS;671293535; NDOUMBI, 40 BERTOUA;1; NDOUMBI;40 BERTOUA;RURALE
143;COLLEGE PRIVE CATHOLIQUE VAN HEYGEN;9IK2TEFD100083110;Etablissement;2;1;1er Cycle;2;RAS;699341134;NKOLBIKON, 40 BERTOUA;1;NKOLBIKON;40 BERTOUA;\N
148;SAINT JOHN'S TECHNICAL AND COMMERCIAL COLLEGE NCHANG;6IH2WAD110183074;Etablissement;2;2;1er et 2nd Cycles;6;RAS;33341339;NCHANG, 113 MAMFE;1;NCHANG;113 MAMFE;RURALE
150;COMPLEXE SCOLAIRE MODERNE TANDA;2HC2WBD111350121;Etablissement;1;3;1er et 2nd Cycles;6;RAS;679162168;BANKIM, ;1;BANKIM;;\N
150;COLLEGE POLYVALENT BILINGUE SAINT JOSEPH DE BANKIM;2HC2WFD111359117;Etablissement;2;1;1er et 2nd Cycles;6;RAS;666364651;BANKIM, 06 BANKIM;1;BANKIM;06 BANKIM;\N
185;COLLEGE PRIVE TECHNIQUE ET PROFESSIONNEL AGRICOLE SAINT BENOIT DE KOZA;0KH2TAFD101355121;Etablissement;2;1;1er et 2nd Cycles;2;RAS;698472401;KOZA, 49 MAROUA;1;KOZA;49 MAROUA;\N
190;CETI SAINT PAUL APOTRE;5HC2TEFD100014065;Etablissement;2;1;1er Cycle;2;RAS;77803803;LABLE, 169 BAFIA;1;LABLE;169 BAFIA;\N
190;COLLEGE PRIVE LAIC POLYVALENT DU MBAM;5HC2WFD110918088;Etablissement;1;1;1er et 2nd Cycles;6;RAS;99597738;BAFIA, 186 BAFIA;1;BAFIA;186 BAFIA;\N
195;COLLEGE PRIVE LAIC D'ENSEIGNEMENT TECHNIQUE INDUSTRIEL DE PRECISION (CETIP) DE MAKENENE;5HK2WFD100033108;Etablissement;1;1;1er Cycle;6;RAS;677453351;ECOLE PUBLIQUE, 44 MAKENENE;1;ECOLE PUBLIQUE;44 MAKENENE;RURALE
196;CETIF NOTRE DAME DE SOMO;5HL2TEFD110016090;Etablissement;2;1;1er et 2nd Cycles;2;RAS;656401715;SOMO, 70 BAFIA;1;SOMO;70 BAFIA;RURALE
199;COLLEGE PRIVE LAIC POLYVALENT MAT INTELLECT ;5IC2WFD100049108;Etablissement;1;1;1er Cycle;6;RAS;677534733;BIAKOA, 135 SA A;1;BIAKOA;135 SA A;RURALE
208;COLLEGE BILINGUE HOREB;5JL2WBD111133104;Etablissement;1;3;1er et 2nd Cycles;6;RAS;677486675;BITENG 2, 14178  YAOUNDE;1;BITENG 2;14178  YAOUNDE;RURALE
208;COLLEGE PRIVE MEKOUJA;5JL2WBD111156116;Etablissement;1;3;1er et 2nd Cycles;6;RAS;694502607;NSAZOMO, 2585 YAOUNDE;1;NSAZOMO;2585 YAOUNDE;\N
208;PRESTIGE BILINGUAL COLLEGE;5JL2WBD111338120;Etablissement;1;3;1er et 2nd Cycles;6;RAS;677704933;NKOLO 1, 30459 YAOUNDE;1;NKOLO 1;30459 YAOUNDE;\N
208;COLLEGE D'ENSEIGNEMENT TECHNIQUE COMM. ET IND. LES COCOTIERS;5JL2WFD111178118;Etablissement;1;1;1er et 2nd Cycles;6;RAS;699650094;NKOULOU-CARRIERE, 1131 YAOUNDE ;1;NKOULOU-CARRIERE;1131 YAOUNDE ;\N
